acctrefno,loan_group_no,loan_class1_no,application_id,customer_application_id,person_id,submit_dt,complete_dt,open_month,withdraw_dt,first_payment_dt,withdraw_reason,application_status,account_status,account_payment_method,mx_discount,balance_amt,loan_amt,principal_balance,min_amt,net_paid_amt,net_paid_amt_effective,scu_amt,net_funded_amt,payoff_type,fpr,fpd,pd,cpo,epo,dpd,dpd_bin,past_due_amt,past_due_amt_snapapp,past_due_amt_effective
489853,4,1,220824050FNY,2507384504,2507384498,2022-08-24,2022-08-24,2022-08-01,NA,2022-11-04,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
423544,4,1,22031501LRAR,2239892344,2239892338,2022-03-15,2022-03-15,2022-03-01,NA,2022-05-27,"NA",COMPLETE,ACTIVE,MANUAL,104.02,307.15445,400,288.12,74.4,24.8,24.8,297.2,193.18,"NA",0,0,1,0,0,73,61-90,49.6,112.8,54.56
469278,4,1,2207050798NY,2426630088,2426630082,2022-07-05,2022-07-05,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,130.2,373.46762,456,372,0,0,0,372,241.8,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
453170,4,1,22052605RBTX,2358567020,2358567012,2022-05-26,2022-05-26,2022-05-01,NA,2022-08-05,"NA",COMPLETE,ACTIVE,CARD,297.5,891.06805,850,850,84.66,0,0,850,552.5,"NA",1,1,1,0,0,38,31-60,84.66,0,84.66
494918,4,1,2209060BN8IN,2528333406,2528333400,2022-09-06,2022-09-06,2022-09-01,NA,2022-11-15,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
415583,4,1,22022300XPFL,2206549417,2206549411,2022-02-23,2022-02-23,2022-02-01,NA,2022-05-06,"NA",COMPLETE,ACTIVE,CARD,400.86,1045.5248,1145.3,1034.51,343.98,229.32,248.43,1145.3,740.43,"NA",0,0,1,0,0,38,31-60,114.66,0,114.66
487849,4,1,22081903KCAL,2499995568,2499995562,2022-08-19,2022-08-19,2022-08-01,NA,2022-10-29,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
444888,4,1,220505010CMS,2321914594,2321914588,2022-05-05,2022-05-05,2022-05-01,NA,2022-07-15,"NA",COMPLETE,ACTIVE,MANUAL,117.93,303.12848,480.8,301.93,44.76,44.76,55.95,336.95,219.02,"NA",0,0,0,0,0,0,CURRENT,0,79.85,0
460801,4,1,22061405KGFL,2390061182,2390061175,2022-06-14,2022-06-14,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,543.76,1521.346,3079.8,1515.36,51.9,51.9,77.85,1553.6,999.06,"NA",0,0,0,0,0,0,CURRENT,0,110.43,0
495390,4,1,22081108KFAL,2490059465,2490059459,2022-08-11,2022-09-07,2022-09-01,NA,2022-11-20,"NA",COMPLETE,ACTIVE,MANUAL,231,660,660,660,0,0,0,660,429,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
447770,4,1,2205120693NY,2334009282,2334009275,2022-05-12,2022-05-12,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,MANUAL,99.4,291.84308,284,284,28.7,0,0,284,184.6,"NA",1,1,1,0,0,52,31-60,28.7,0,32.8
456987,4,1,22060602T1TX,2376194659,2376194652,2022-06-06,2022-06-06,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,122.85,340.5189,351,336.86,23.38,23.38,23.38,351,228.15,"NA",0,0,0,0,0,0,CURRENT,0,0,0
441155,4,1,22042506K1TN,2307355077,2307355071,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-03,"NA",COMPLETE,ACTIVE,CARD,122.5,300.52173,350,297.58,74.76,74.76,74.76,350,227.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
451218,4,1,22052102JPTX,2349124367,2349124361,2022-05-21,2022-05-21,2022-05-01,NA,2022-07-27,"NA",COMPLETE,ACTIVE,MANUAL,596.75,1795.7836,2048,1705,198.17,0,0,1705,1108.25,"NA",1,1,1,0,0,47,31-60,198.17,282.8,198.17
426958,4,1,2203230202TX,2253441536,2253441530,2022-03-23,2022-03-23,2022-03-01,NA,2022-06-09,"NA",COMPLETE,ACTIVE,MANUAL,357.53,1135.3167,1021.5,1021.5,239.05,0,0,1021.5,663.97,"NA",1,1,1,0,0,95,90+,239.05,0,239.05
443791,4,1,22050205Z1SC,2317292275,2317292268,2022-05-02,2022-05-02,2022-05-01,NA,2022-07-14,"NA",COMPLETE,ACTIVE,MANUAL,169.96,446.2925,3160,444.1,72.99,72.99,72.99,485.6,315.64,"NA",0,0,0,0,0,0,CURRENT,0,103.59,0
420958,4,1,22030806B5AR,2229820515,420802914,2022-03-08,2022-03-08,2022-03-01,NA,2022-06-07,"NA",COMPLETE,ACTIVE,CARD,955.5,2459.404,2730,2444.93,793.84,595.38,595.38,2730,1774.5,"NA",0,0,1,0,0,5,1-30,198.46,0,198.46
433513,4,1,22040606LCMN,2276143889,2276143882,2022-04-06,2022-04-06,2022-04-01,NA,2022-06-17,"NA",COMPLETE,ACTIVE,CARD,122.5,384.16586,350,350,70.08,0,0,350,227.5,"NA",1,1,1,0,0,87,61-90,70.08,0,75.92
473290,4,1,22071409T0KS,2442801069,2442801063,2022-07-14,2022-07-14,2022-07-01,NA,2022-10-01,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
492830,4,1,2208310652MO,2518705798,2518705783,2022-08-31,2022-08-31,2022-08-01,NA,2022-11-11,"NA",COMPLETE,ACTIVE,MANUAL,840,2400,2400,2400,0,0,0,2400,1560,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
449138,4,1,22051607MZMO,2341187829,2341187822,2022-05-16,2022-05-16,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,CARD,934.5,2779.4968,2670,2641.45,310.38,44.34,44.34,2670,1735.5,"NA",0,0,1,0,0,45,31-60,266.04,0,310.38
417470,4,1,22022801MGAR,2215334811,2215334803,2022-02-28,2022-02-28,2022-02-01,NA,2022-05-06,"NA",COMPLETE,ACTIVE,MANUAL,100.1,234.08554,1194,231.34,86.65,86.65,86.65,286,185.9,"NA",0,0,0,0,0,0,CURRENT,0,128.82,0
451575,4,1,22052300WGMI,2352209304,2305698988,2022-05-23,2022-05-23,2022-05-01,NA,2022-08-04,"NA",COMPLETE,ACTIVE,MANUAL,159.11,431.8594,850,429.74,45.54,45.54,45.54,454.6,295.49,"NA",0,0,0,0,0,0,CURRENT,0,64.68,0
426982,4,1,22032302H5AR,2253486263,2253486256,2022-03-23,2022-03-23,2022-03-01,NA,2022-06-22,"NA",COMPLETE,ACTIVE,MANUAL,96.25,244.60286,1050,243.4,59.97,59.97,59.97,275,178.75,"NA",0,0,0,0,0,0,CURRENT,0,112.96,0
474344,4,1,22071800VNSC,2448573533,2448573366,2022-07-18,2022-07-18,2022-07-01,NA,2022-10-03,"NA",COMPLETE,ACTIVE,MANUAL,1750,5000,5000,5000,0,0,0,5000,3250,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
426016,4,1,2203210218FL,2250410794,2250410786,2022-03-21,2022-03-21,2022-03-01,NA,2022-05-31,"NA",COMPLETE,ACTIVE,MANUAL,403.55,982.5082,3260,970.07,290.36,290.36,290.36,1153,738.04,"NA",0,0,0,0,0,0,CURRENT,0,414.33,0
444987,4,1,22050502ZJTX,2322091230,2322091224,2022-05-05,2022-05-05,2022-05-01,NA,2022-07-15,"NA",COMPLETE,ACTIVE,MANUAL,359.36,958.80725,4250,955.04,136.96,119.84,136.96,1026.75,667.39,"NA",0,0,1,0,0,3,1-30,17.12,218.97,17.12
435244,4,1,22041100DRAL,2284306236,2284306230,2022-04-11,2022-04-11,2022-04-01,NA,2022-06-17,"NA",COMPLETE,ACTIVE,CARD,185.5,542.18365,530,507.17,105.18,35.06,35.06,530,344.5,"NA",0,0,1,0,0,59,31-60,70.12,0,87.65
438382,4,1,220418071VTX,2295926483,2295926477,2022-04-18,2022-04-18,2022-04-01,NA,2022-06-29,"NA",COMPLETE,ACTIVE,MANUAL,657.9,1688.0839,2003.4,1678.15,345.07,345.07,345.07,1879.7,1221.8,"NA",0,0,0,0,0,0,CURRENT,0,489.94,0
432251,4,1,220404048LTX,2272773148,2272773137,2022-04-04,2022-04-04,2022-04-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,MANUAL,480.27,1356.7031,1530,1310.19,296.27,148.14,148.14,1372.2,891.93,"NA",0,0,1,0,0,52,31-60,148.13,455.28,170.92
466601,4,1,2206280257FL,2413670985,2413670979,2022-06-28,2022-06-28,2022-06-01,NA,2022-09-06,"NA",COMPLETE,ACTIVE,MANUAL,136.5,396.1528,390,390,12.94,0,0,390,252.13,"NA",1,1,1,0,0,6,1-30,12.94,0,12.94
460221,4,1,22061303MTAL,2388688178,2388688172,2022-06-13,2022-06-13,2022-06-01,NA,2022-08-25,"NA",COMPLETE,ACTIVE,MANUAL,237.23,664.38434,850,661.12,33.96,33.96,33.96,677.8,440.57,"NA",0,0,0,0,0,0,CURRENT,0,48.18,0
436620,4,1,22041307NNFL,2287797204,2287797198,2022-04-13,2022-04-13,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,CARD,488.25,1521.5468,1395,1395,300.87,0,0,1395,901.87,"NA",1,1,1,0,0,73,61-90,300.87,0,300.87
484611,4,1,220811067KTN,2489859395,2489859387,2022-08-11,2022-08-11,2022-08-01,NA,2022-10-28,"NA",COMPLETE,ACTIVE,MANUAL,1102.5,3150,3150,3150,0,0,0,3150,2047.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
481905,4,1,22080501PNMN,2480105425,2480105418,2022-08-05,2022-08-05,2022-08-01,NA,2022-11-03,"NA",COMPLETE,ACTIVE,MANUAL,129.5,370,370,370,0,0,0,370,240.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
444518,4,1,22050402TMLA,2320933697,2320933691,2022-05-04,2022-05-04,2022-05-01,NA,2022-07-15,"NA",COMPLETE,ACTIVE,MANUAL,375.2,983.26306,1140,979.4,143.12,143.12,161.01,1072,696.8,"NA",0,0,0,0,0,0,CURRENT,0,228.6,0
442244,4,1,22042801PDKS,2311897284,2311897278,2022-04-28,2022-04-28,2022-04-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,CARD,269.5,710.7004,770,707.9,115.56,102.72,115.56,770,500.5,"NA",0,0,1,0,0,3,1-30,12.84,0,12.84
439550,4,1,22042101ZMAL,2300423876,2300423868,2022-04-21,2022-04-21,2022-04-01,NA,2022-07-14,"NA",COMPLETE,ACTIVE,ACH,759.5,2349.7332,2170,2170,313.52,0,0,2170,1410.5,"NA",1,1,1,0,0,60,31-60,313.52,0,313.52
463775,4,1,220621057GKY,2401563574,2401563568,2022-06-21,2022-06-21,2022-06-01,NA,2022-09-02,"NA",COMPLETE,ACTIVE,MANUAL,65.43,191.18977,1459,186.95,3.12,0,0,186.95,121.52,"NA",1,1,1,0,0,10,1-30,3.12,8.86,6.24
494950,4,1,2209060C7VAR,2528386748,2528386742,2022-09-06,2022-09-06,2022-09-01,NA,2022-11-18,"NA",COMPLETE,ACTIVE,MANUAL,1473.36,4209.6,4209.6,4209.6,0,0,0,4209.6,2736.24,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
467380,4,1,22062907GJMS,2416161040,2416161033,2022-06-29,2022-06-29,2022-06-01,NA,2022-09-09,"NA",COMPLETE,ACTIVE,MANUAL,140.7,394.55026,402,393,0,0,13.36,402,261.3,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,0
422171,4,1,22031101DVTX,2234570384,2234570378,2022-03-11,2022-03-11,2022-03-01,NA,2022-05-20,"NA",COMPLETE,ACTIVE,MANUAL,479.71,1114.9387,2415,1110.55,363.68,363.68,409.14,1370.6,890.89,"NA",0,0,0,0,0,0,CURRENT,0,519.6,0
474332,4,1,22071800MTFL,2448537494,2448537487,2022-07-18,2022-07-18,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,1673.7,4782,4782,4782,0,0,0,4782,3091.56,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
452506,4,1,22051901RZKY,2345787441,2345787433,2022-05-19,2022-05-25,2022-05-01,NA,2022-08-05,"NA",COMPLETE,ACTIVE,MANUAL,74.03,200.51352,850,199.72,17.65,17.65,21.18,211.5,137.47,"NA",0,0,0,0,0,0,CURRENT,0,30.12,0
463474,4,1,22062008MRMO,2399954519,2399954513,2022-06-20,2022-06-20,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,96.15,267.42874,703.8,266.37,9.12,9.12,13.68,274.7,178.55,"NA",0,0,0,0,0,0,CURRENT,0,19.53,0
492190,4,1,22083002S9MO,2516378711,2516378705,2022-08-30,2022-08-30,2022-08-01,NA,2022-11-12,"NA",COMPLETE,ACTIVE,MANUAL,857.5,2450,2450,2450,0,0,0,2450,1592.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
449882,4,1,22051704KYMS,2342882669,2342882658,2022-05-17,2022-05-18,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,ACH,311.5,834.71124,890,831.43,89.1,89.1,103.95,890,578.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
464648,4,1,22062300QROK,2404934371,2404934365,2022-06-23,2022-06-23,2022-06-01,NA,2022-09-07,"NA",COMPLETE,ACTIVE,MANUAL,297.5,867.6006,850,850,28.36,0,0,850,552.5,"NA",1,1,1,0,0,5,1-30,28.36,0,28.36
467114,4,1,22062902RCFL,2415686539,2415686533,2022-06-29,2022-06-29,2022-06-01,NA,2022-09-05,"NA",COMPLETE,ACTIVE,MANUAL,206.5,556.50775,590,552.15,41.92,41.92,41.92,590,381.43,"NA",0,0,0,0,0,0,CURRENT,0,0,0
444606,4,1,220504050XAL,2321160219,2321160209,2022-05-04,2022-05-04,2022-05-01,NA,2022-08-03,"NA",COMPLETE,ACTIVE,ACH,122.5,348.45273,350,334.91,50.88,25.44,25.44,350,227.5,"NA",0,0,1,0,0,9,1-30,25.44,0,25.44
435249,4,1,22041100LBOK,2284640612,2284640606,2022-04-11,2022-04-11,2022-04-01,NA,2022-06-17,"NA",COMPLETE,ACTIVE,CARD,782.51,1946.942,2235.75,1939.29,445.56,445.56,482.69,2235.75,1453.24,"NA",0,0,0,0,0,0,CURRENT,0,0,0
470000,4,1,220707014TFL,2429202218,556499194,2022-07-07,2022-07-07,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,318.15,915.2741,2991,909,0,0,0,909,580.38,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
432905,4,1,220405066JMO,2274926044,2274926038,2022-04-05,2022-04-05,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,ACH,119.7,299.4046,342,295.9,74.34,74.34,74.34,342,222.3,"NA",0,0,0,0,0,0,CURRENT,0,0,0
438890,4,1,22041907SJKS,2297948645,2297948638,2022-04-19,2022-04-19,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,468.74,1452.8162,2120,1339.25,223.7,0,0,1339.25,870.51,"NA",1,1,1,0,0,73,61-90,223.7,349.03,246.07
478204,4,1,22072705YKTN,2464195006,2464195000,2022-07-27,2022-07-27,2022-07-01,NA,2022-10-06,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
419053,4,1,22030307D4FL,2222010407,2222010396,2022-03-03,2022-03-03,2022-03-01,NA,2022-05-13,"NA",COMPLETE,ACTIVE,MANUAL,704.9,1685.0621,2570,1666.98,570.86,570.86,570.86,2014,1300.1,"NA",0,0,0,0,0,3,1-30,0,858.96,33.58
472615,4,1,22071305BXOK,2440329049,2440329039,2022-07-13,2022-07-13,2022-07-01,NA,2022-09-22,"NA",COMPLETE,ACTIVE,MANUAL,112.97,323.09827,350,322.78,0,0,0,322.78,209.81,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
471449,4,1,2207110103FL,2436733763,2436733757,2022-07-11,2022-07-11,2022-07-01,NA,2022-10-03,"NA",COMPLETE,ACTIVE,MANUAL,262.5,752.21857,750,750,0,0,0,750,484.87,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
432075,4,1,22033105PGAL,2267193458,2267193449,2022-03-31,2022-03-31,2022-03-01,NA,2022-06-17,"NA",COMPLETE,ACTIVE,MANUAL,471.45,1209.2161,1680,1204.46,270.18,225.15,270.18,1346.99,875.54,"NA",0,0,1,0,0,3,1-30,45.03,446.81,45.03
472403,4,1,22071301DZTN,2439914987,2439914981,2022-07-13,2022-07-13,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,648.41,1854.4268,1852.6,1852.6,0,0,0,1852.6,1204.19,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
427777,4,1,22032406VNMS,2255945967,2255945960,2022-03-24,2022-03-24,2022-03-01,NA,2022-06-23,"NA",COMPLETE,ACTIVE,MANUAL,374.92,1189.498,1910,1071.2,233.61,0,0,1071.2,696.28,"NA",1,1,1,0,0,81,61-90,233.61,439.92,233.61
475742,4,1,22072102HZFL,2454102753,2454102739,2022-07-21,2022-07-21,2022-07-01,NA,2022-10-07,"NA",COMPLETE,ACTIVE,MANUAL,214.76,613.6,613.6,613.6,0,0,0,613.6,396.69,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
458030,4,1,22060801NYMI,2380052165,2380052159,2022-06-08,2022-06-08,2022-06-01,NA,2022-08-18,"NA",COMPLETE,ACTIVE,MANUAL,232.4,642.8717,2558,634.73,44.1,44.1,44.1,664,431.6,"NA",0,0,0,0,0,0,CURRENT,0,62.94,0
483435,4,1,22080902SXFL,2486135182,2486135176,2022-08-09,2022-08-09,2022-08-01,NA,2022-10-21,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
415393,4,1,22022205QWTX,2205114762,2205114756,2022-02-22,2022-02-22,2022-02-01,NA,2022-05-11,"NA",COMPLETE,ACTIVE,ACH,350,1140.0159,1000,1000,300.87,0,0,1000,650,"NA",1,1,1,0,0,124,90+,300.87,0,300.87
495132,4,1,220907016KAL,2529855782,2529855774,2022-09-07,2022-09-07,2022-09-01,NA,2022-11-23,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
469065,4,1,220705025YLA,2426202772,2426202764,2022-07-05,2022-07-05,2022-07-01,NA,2022-10-03,"NA",COMPLETE,ACTIVE,MANUAL,274.05,789.94855,783,783,0,0,0,783,508.95,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
444714,4,1,220504073PFL,2321362064,2321362058,2022-05-04,2022-05-04,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,MANUAL,694.05,1852.0198,3370,1832.14,265.4,265.4,265.4,1983,1277.15,"NA",0,0,0,0,0,0,CURRENT,0,375.88,0
455819,4,1,22060300KGFL,2371065481,2371065475,2022-06-03,2022-06-03,2022-06-01,NA,2022-08-30,"NA",COMPLETE,ACTIVE,MANUAL,297.5,884.36304,850,850,31.09,0,0,850,549.52,"NA",1,1,1,0,0,13,1-30,31.09,0,31.09
458004,4,1,22060801CFMS,2380022494,2380022487,2022-06-08,2022-06-08,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,297.5,880.1724,850,850,56.5,0,0,850,552.5,"NA",1,1,1,0,0,24,1-30,56.5,0,56.5
457551,4,1,22060702W6TN,2378207921,2378207911,2022-06-07,2022-06-07,2022-06-01,NA,2022-08-17,"NA",COMPLETE,ACTIVE,MANUAL,250.6,693.9455,850,685.16,47.54,47.54,47.54,715.99,465.39,"NA",0,0,0,0,0,0,CURRENT,0,67.86,0
473383,4,1,22071501VYTX,2444115883,2444115877,2022-07-15,2022-07-15,2022-07-01,NA,2022-09-30,"NA",COMPLETE,ACTIVE,MANUAL,1049.48,2998.5,2998.5,2998.5,0,0,0,2998.5,1949.02,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
451614,4,1,22052301VPKS,2352301954,2352301947,2022-05-23,2022-05-23,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,132.65,347.44702,4840,346.08,37.59,37.59,50.12,379,246.35,"NA",0,0,0,0,0,0,CURRENT,0,71.84,0
438595,4,1,2204190229TN,2297419894,1959810171,2022-04-19,2022-04-19,2022-04-01,NA,2022-06-28,"NA",COMPLETE,ACTIVE,MANUAL,646.8,1813.8702,2510,1741.73,338.58,184.68,184.68,1848,1201.2,"NA",0,0,1,0,0,34,31-60,153.9,481.69,153.9
435872,4,1,22041203JPIN,2286284991,2286284985,2022-04-12,2022-04-12,2022-04-01,NA,2022-06-24,"NA",COMPLETE,ACTIVE,ACH,1470,3724.2844,4200,3709.65,771.76,771.76,841.92,4200,2730,"NA",0,0,0,0,0,0,CURRENT,0,0,0
483414,4,1,22080902HCTX,2486111597,321666552,2022-08-09,2022-08-09,2022-08-01,NA,2022-10-28,"NA",COMPLETE,ACTIVE,MANUAL,1750,5000,5000,5000,0,0,0,5000,3250,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
446706,4,1,22051002QQKS,2330636896,2330636888,2022-05-10,2022-05-10,2022-05-01,NA,2022-07-27,"NA",COMPLETE,ACTIVE,CARD,861.77,2259.525,2462.2,2248.43,353.68,353.68,353.68,2462.2,1600.43,"NA",0,0,0,0,0,0,CURRENT,0,0,0
432334,4,1,220404058JTN,2272882453,2272882447,2022-04-04,2022-04-04,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,CARD,591.5,1858.305,1690,1690,367.65,0,0,1690,1098.5,"NA",1,1,1,0,0,73,61-90,367.65,0,367.65
486612,4,1,220816075GMN,2495656929,2495656923,2022-08-16,2022-08-16,2022-08-01,NA,2022-11-02,"NA",COMPLETE,ACTIVE,MANUAL,1333.15,3809,3809,3809,0,0,0,3809,2475.85,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
462166,4,1,22061701VTFL,2394905563,2394905555,2022-06-17,2022-06-17,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,297.5,858.4693,850,850,28.32,0,14.16,850,549.52,"NA",1,1,1,0,0,10,1-30,28.32,0,28.32
489494,4,1,22082307YQFL,2505656109,2505656102,2022-08-23,2022-08-23,2022-08-01,NA,2022-11-10,"NA",COMPLETE,ACTIVE,MANUAL,329,940,940,940,0,0,0,940,607.71,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
494834,4,1,220906096FSC,2528211058,2528211051,2022-09-06,2022-09-06,2022-09-01,NA,2022-11-18,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
491610,4,1,220829007JKY,2513858181,2267312296,2022-08-29,2022-08-29,2022-08-01,NA,2022-11-04,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
439394,4,1,22042007S2TX,2299090853,2299090846,2022-04-20,2022-04-20,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,634.55,1964.9518,1813,1813,302.6,0,0,1813,1178.45,"NA",1,1,1,0,0,73,61-90,302.6,0,332.86
432154,4,1,22033103CDFL,2266883877,2266883871,2022-03-31,2022-03-31,2022-03-01,NA,2022-06-08,"NA",COMPLETE,ACTIVE,MANUAL,576.71,1600.6486,2250,1511.24,335.62,208.94,208.94,1647.75,1063.16,"NA",0,0,1,0,0,28,1-30,126.68,546.56,126.68
490202,4,1,22082501YLLA,2509077419,2509077413,2022-08-25,2022-08-25,2022-08-01,NA,2022-11-04,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
495098,4,1,22090700MLFL,2529761552,2529761546,2022-09-07,2022-09-07,2022-09-01,NA,2022-11-25,"NA",COMPLETE,ACTIVE,MANUAL,1104.84,3156.68,3156.68,3156.68,0,0,0,3156.68,2040.79,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
428229,4,1,2203250649TX,2257831336,2257831329,2022-03-25,2022-03-25,2022-03-01,NA,2022-06-03,"NA",COMPLETE,ACTIVE,CARD,630,1997.0083,1800,1800,417.9,0,0,1800,1170,"NA",1,1,1,0,0,101,90+,417.9,0,477.6
463551,4,1,22062100NTFL,2401102577,2401102571,2022-06-21,2022-06-21,2022-06-01,NA,2022-09-09,"NA",COMPLETE,ACTIVE,MANUAL,297.83,841.6784,4130,838.37,0,0,28.5,850.93,538.64,"NA",NA,NA,NA,0,0,0,CURRENT,NA,40.33,0
415199,4,1,22022202HYOK,2204770035,2204770029,2022-02-22,2022-02-22,2022-02-01,NA,2022-05-02,"NA",COMPLETE,ACTIVE,ACH,191.8,624.7287,548,548,181.6,0,0,548,356.2,"NA",1,1,1,0,0,133,90+,181.6,0,181.6
443611,4,1,2205020192MO,2316837749,2316837741,2022-05-02,2022-05-02,2022-05-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,ACH,259,667.7504,740,665.12,110.61,110.61,122.9,740,481,"NA",0,0,0,0,0,0,CURRENT,0,0,0
463784,4,1,2206210598TX,2401567944,2401567938,2022-06-21,2022-06-21,2022-06-01,NA,2022-09-10,"NA",COMPLETE,ACTIVE,MANUAL,772.45,2257.0518,3818.8,2207,-80.12,0,0,2207,1434.55,"NA",NA,NA,NA,0,0,0,CURRENT,NA,113.3,NA
437048,4,1,220414079RTX,2289748963,2289748957,2022-04-14,2022-04-14,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,ACH,139.65,287.9458,399,280.2,73,143.17,143.17,399,259.35,"NA",1,0,0,0,0,0,CURRENT,0,0,0
462062,4,1,22061700MRFL,2394734458,2394734452,2022-06-17,2022-06-17,2022-06-01,NA,2022-09-02,"NA",COMPLETE,ACTIVE,MANUAL,272.65,773.57007,850,765.26,26.02,26.02,26.02,779,503.37,"NA",0,0,0,0,0,0,CURRENT,0,36.92,0
452978,4,1,22052601ZVTX,2358191671,2358191665,2022-05-26,2022-05-26,2022-05-01,NA,2022-08-05,"NA",COMPLETE,ACTIVE,MANUAL,310.56,840.4184,966.4,837.11,73.95,73.95,88.74,887.3,576.74,"NA",0,0,0,0,0,0,CURRENT,0,126.18,0
453161,4,1,22052605JXMI,2358537508,2358537502,2022-05-26,2022-05-26,2022-05-01,NA,2022-08-04,"NA",COMPLETE,ACTIVE,CARD,297.5,805.0535,850,795.63,84.57,84.57,84.57,850,552.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
418899,4,1,22030304JZMS,2221630379,2221630373,2022-03-03,2022-03-03,2022-03-01,NA,2022-06-02,"NA",COMPLETE,ACTIVE,CARD,472.5,1329.264,1350,1315,392.56,196.28,196.28,1350,877.5,"NA",0,0,1,0,0,41,31-60,196.28,0,196.28
